timestamp,device,tag_id,seq,rx_power,fp_power,fp_rx_ratio,quality,reply_delay
2026-02-19T21:54:40.679,A1,1,29,-72.1,-78.7,-6.6,458.35,345808224
2026-02-19T21:54:41.188,A1,1,30,-72.6,-79.0,-6.4,412.8,397532084
2026-02-19T21:54:41.699,A1,1,31,-73.9,-80.9,-7.0,337.17,412739181
2026-02-19T21:54:42.302,A1,1,32,-73.5,-78.7,-5.1,410.8,345031020
2026-02-19T21:54:42.781,A1,1,33,-74.8,-80.9,-6.2,408.27,362753957
2026-02-19T21:54:43.261,A1,1,34,-73.5,-80.6,-7.1,366.94,423758576
2026-02-19T21:54:43.801,A1,1,35,-75.2,-81.7,-6.6,357.87,354625331
2026-02-19T21:54:44.281,A1,1,36,-74.3,-80.6,-6.2,497.75,364992248
2026-02-19T21:54:44.761,A1,1,37,-75.6,-81.6,-6.0,372.02,638627878
2026-02-19T21:54:45.302,A1,1,38,-76.1,-83.2,-7.1,377.06,676122884
2026-02-19T21:54:45.781,A1,1,39,-74.5,-80.0,-5.4,407.16,349104089
2026-02-19T21:54:46.202,A1,1,40,-76.9,-86.2,-9.3,357.86,670810548
2026-02-19T21:54:46.741,A1,1,41,-77.3,-84.3,-7.0,417.23,496538784
2026-02-19T21:54:47.341,A1,1,42,-76.4,-83.4,-7.0,489.08,356039996
2026-02-19T21:54:47.701,A1,1,43,-73.8,-80.3,-6.5,427.67,351067979
2026-02-19T21:54:48.241,A1,1,44,-73.6,-80.4,-6.7,360.0,683361601
2026-02-19T21:54:48.721,A1,1,45,-73.7,-81.5,-7.8,405.23,357585438
2026-02-19T21:54:49.321,A1,1,46,-74.8,-81.7,-7.0,392.41,615310724
2026-02-19T21:54:49.741,A1,1,47,-73.4,-80.3,-6.9,405.05,535083573
2026-02-19T21:54:50.221,A1,1,48,-75.8,-84.0,-8.1,413.79,349753144
2026-02-19T21:54:50.821,A1,1,49,-73.9,-81.1,-7.2,363.6,480387065
2026-02-19T21:54:51.241,A1,1,50,-72.9,-80.6,-7.8,391.68,349517310
