timestamp,device,tag_id,seq,rx_power,fp_power,fp_rx_ratio,quality,std_noise,fp_ampl1,fp_ampl2,fp_ampl3,cir_power,rxpacc,reply_delay,flags
2026-02-20T10:58:45.338,A1,1,859,-57.4,-72.9,-15.5,101.1,172,16969,17390,14783,18020,869,422152820,1
2026-02-20T10:58:45.848,A1,1,860,-57.4,-73.7,-16.3,103.05,164,16777,16901,12921,17287,850,581687336,1
2026-02-20T10:58:46.343,A1,1,861,-57.4,-73.5,-16.1,99.7,172,17070,17149,13565,17803,864,396934754,1
2026-02-20T10:58:46.841,A1,1,862,-57.5,-76.8,-19.3,125.75,144,17252,18108,10250,21086,944,718277123,1
2026-02-20T10:58:47.381,A1,1,863,-57.6,-74.7,-17.1,138.06,120,16828,16567,11096,16927,847,385885390,1
2026-02-20T10:58:47.862,A1,1,864,-57.2,-75.4,-18.2,109.48,164,17142,17955,11599,20091,912,715178916,1
2026-02-20T10:58:48.341,A1,1,865,-57.7,-72.1,-14.4,132.5,124,16668,16430,15280,16145,831,672122446,1
2026-02-20T10:58:48.881,A1,1,866,-57.4,-73.9,-16.5,121.82,136,16964,16568,12764,17316,853,456451832,1
2026-02-20T10:58:49.360,A1,1,867,-57.7,-73.8,-16.1,139.87,116,17616,16225,15151,18592,893,646992341,1
2026-02-20T10:58:49.901,A1,1,868,-57.6,-75.8,-18.3,117.2,148,17526,17346,9405,18768,892,657793288,1
2026-02-20T10:58:50.501,A1,1,869,-57.2,-73.7,-16.5,140.2,120,16898,16824,12189,17050,841,391443995,1
2026-02-20T10:58:50.921,A1,1,870,-57.9,-74.6,-16.7,108.18,164,15475,17742,15350,19099,909,671939490,1
2026-02-20T10:58:51.400,A1,1,871,-57.5,-74.9,-17.4,148.61,112,16482,16644,10454,16700,841,644997906,1
2026-02-20T10:58:51.881,A1,1,872,-57.6,-72.8,-15.2,129.92,132,16911,17149,14397,17170,853,426547834,1
2026-02-20T10:58:52.361,A1,1,873,-58.0,-73.1,-15.1,126.56,140,15468,17719,16441,17827,882,392912233,1
2026-02-20T10:58:52.900,A1,1,874,-57.5,-72.7,-15.2,114.95,152,17141,17473,15061,17995,871,514782990,1
2026-02-20T10:58:53.381,A1,1,875,-58.3,-72.8,-14.5,106.42,156,16542,16602,15314,16245,851,383296908,1
2026-02-20T10:58:53.861,A1,1,876,-57.3,-74.2,-17.0,103.3,160,17120,16528,12141,17582,855,711403998,1
2026-02-20T10:58:54.400,A1,1,877,-58.1,-75.1,-17.0,104.28,160,17188,16685,10151,16695,858,484411312,1
2026-02-20T10:58:54.881,A1,1,878,-58.1,-75.0,-16.9,103.62,172,16152,17823,13041,18369,898,514449580,1
2026-02-20T10:58:55.361,A1,1,879,-57.7,-75.9,-18.3,109.48,168,16911,18393,14179,22274,975,702294199,1
2026-02-20T10:58:55.900,A1,1,880,-57.7,-73.9,-16.2,108.97,152,16869,16564,12657,16748,848,451212713,1
2026-02-20T10:58:56.381,A1,1,881,-57.9,-73.1,-15.2,85.48,200,15116,17096,15774,16821,854,642267469,1
2026-02-20T10:58:56.860,A1,1,882,-57.7,-77.3,-19.6,103.94,144,17012,14968,9981,18129,881,473146798,1
2026-02-20T10:58:57.400,A1,1,883,-58.1,-76.7,-18.6,93.52,188,15692,17582,11888,19161,919,592461239,1
2026-02-20T10:58:57.880,A1,1,884,-57.8,-74.6,-16.8,125.56,132,17110,16574,11202,16903,854,387197343,1
2026-02-20T10:58:58.365,A1,1,885,-58.2,-75.9,-17.6,89.28,180,18108,16071,13327,19722,936,607857853,1
2026-02-20T10:58:58.901,A1,1,886,-57.8,-74.3,-16.5,106.02,156,15603,16539,14040,16995,856,427026737,1
2026-02-20T10:58:59.380,A1,1,887,-57.9,-75.9,-18.0,106.61,156,17847,16631,10331,18569,899,525890785,1
2026-02-20T10:58:59.861,A1,1,888,-57.9,-73.9,-16.0,106.0,172,16816,18232,15229,19465,920,660304928,1
2026-02-20T10:59:00.400,A1,1,889,-58.3,-73.8,-15.6,89.83,212,18784,19045,18361,23566,1024,546722178,1
2026-02-20T10:59:00.880,A1,1,890,-58.5,-72.7,-14.2,101.39,168,16822,17034,14766,16114,853,652766055,1
2026-02-20T10:59:01.360,A1,1,891,-58.0,-73.3,-15.3,116.76,152,16886,17748,15374,18350,897,650791859,1
2026-02-20T10:59:01.900,A1,1,892,-58.4,-73.8,-15.4,91.81,180,15572,16526,14940,16314,856,528555114,1
2026-02-20T10:59:02.380,A1,1,893,-57.9,-74.9,-17.0,118.41,140,16847,16577,11774,17187,864,551827939,1
2026-02-20T10:59:02.981,A1,1,894,-58.0,-76.3,-18.3,115.2,144,17564,16589,9368,18095,890,405989212,1
2026-02-20T10:59:03.400,A1,1,895,-57.9,-75.6,-17.8,110.66,148,16938,16378,9235,16675,850,391879003,1
2026-02-20T10:59:03.880,A1,1,896,-57.9,-75.8,-17.9,113.51,144,17143,16345,9263,17002,858,657773484,1
2026-02-20T10:59:04.420,A1,1,897,-57.5,-73.8,-16.3,128.32,144,16505,18478,16792,21114,943,640368490,1
2026-02-20T10:59:04.901,A1,1,898,-57.9,-75.7,-17.8,117.53,140,17181,16454,9718,17241,866,393264278,1
2026-02-20T10:59:05.381,A1,1,899,-57.9,-73.3,-15.4,115.06,148,16769,17029,13980,16988,859,661567479,1
2026-02-20T10:59:05.981,A1,1,900,-58.4,-74.7,-16.3,99.84,164,17212,16374,15480,18969,922,643375817,1
2026-02-20T10:59:06.400,A1,1,901,-58.1,-75.4,-17.3,103.19,160,17638,16510,12852,18869,910,658993467,1
2026-02-20T10:59:06.881,A1,1,902,-57.7,-73.4,-15.7,118.03,152,16845,17941,15671,19151,907,707490109,1
2026-02-20T10:59:07.481,A1,1,903,-57.9,-78.4,-20.5,98.1,160,18014,15696,9172,20587,945,418062230,1
2026-02-20T10:59:07.900,A1,1,904,-57.7,-76.5,-18.8,102.14,168,18628,17160,12735,22425,981,522349205,1
2026-02-20T10:59:08.380,A1,1,905,-57.9,-75.6,-17.7,86.69,196,17130,16992,10068,17666,876,712801879,1
2026-02-20T10:59:08.980,A1,1,906,-58.3,-74.3,-15.9,118.33,144,16963,17040,12525,16867,869,412143965,1
2026-02-20T10:59:09.400,A1,1,907,-58.0,-75.7,-17.8,88.12,188,17166,16566,10168,17510,874,516411040,1
2026-02-20T10:59:09.883,A1,1,908,-58.1,-75.6,-17.5,121.98,136,16371,16589,9843,16334,848,699623711,1
2026-02-20T10:59:10.420,A1,1,909,-58.0,-73.0,-14.9,133.64,128,15681,17106,15694,16811,858,658145074,1
2026-02-20T10:59:10.905,A1,1,910,-58.0,-74.5,-16.6,127.4,132,16676,16817,11833,16815,856,388533258,1
2026-02-20T10:59:11.380,A1,1,911,-57.6,-72.9,-15.3,113.57,148,15947,16809,15286,16906,848,459530277,1
2026-02-20T10:59:11.920,A1,1,912,-57.6,-74.9,-17.3,106.29,168,18504,17857,15521,22755,984,645226090,1
