timestamp,device,session_id,seq,true_dist_m,angle_deg,distance_m,rx_power,fp_power,fp_rx_ratio,quality,std_noise,fp_ampl1,fp_ampl2,fp_ampl3,cir_power,rxpacc,nlos_suspect,anchor_id,error_m,ampl1_ratio,cir_norm,ampl_spread
2026-04-30T13:06:50.290,T1,5_50_100_200_300cm.csv,390,1,0,6.491,-99.8,-108.4,-8.6,10.12,8,139,81,168,3,125,TRUE,1,5.491,1.1164658634538152,0.024,87
2026-04-30T13:06:51.308,T1,5_50_100_200_300cm.csv,391,1,0,8.757,-69.5,-97.7,-28.2,79.4,84,4787,6670,4317,21945,1458,TRUE,1,7.757,0.8713934650040958,15.051440329218106,2353
2026-04-30T13:06:52.270,T1,5_50_100_200_300cm.csv,392,1,0,5.99,-70.3,-95.1,-24.8,62.27,128,12726,7970,8833,40028,2021,TRUE,1,4.99,1.514729512587038,19.80603661553686,863
2026-04-30T13:06:54.281,T1,5_50_100_200_300cm.csv,394,1,0,5.886,-67.5,-94,-26.5,79.62,84,11735,6688,6970,28663,1553,TRUE,1,4.886,1.7184067945526431,18.456535737282678,282
2026-04-30T13:06:55.269,T1,5_50_100_200_300cm.csv,395,1,0,5.933,-65.4,-94.9,-29.5,56.12,88,8492,4939,5582,22697,1286,TRUE,1,4.933,1.6142952190856383,17.649300155520994,643
2026-04-30T13:06:56.320,T1,5_50_100_200_300cm.csv,396,1,0,5.525,-66.4,-95.8,-29.5,56.19,116,8685,6518,6315,32567,1593,TRUE,1,4.525,1.3535416504324789,20.443816698053986,203
2026-04-30T13:06:57.281,T1,5_50_100_200_300cm.csv,397,1,0,5.886,-66.3,-96.6,-30.2,76.17,76,6296,5789,5063,24107,1369,TRUE,1,4.886,1.1603391079985257,17.609203798392986,726
2026-04-30T13:06:59.289,T1,5_50_100_200_300cm.csv,399,1,0,6.008,-67.7,-99,-31.3,43.49,104,2151,4523,5797,23073,1403,TRUE,1,5.008,0.41686046511627906,16.445473984319317,1274
2026-04-30T13:07:00.279,T1,5_50_100_200_300cm.csv,400,1,0,6.008,-67.7,-96.8,-29,73.93,68,3816,5027,6744,19880,1305,TRUE,1,5.008,0.6483731203805964,15.233716475095786,1717
2026-04-30T13:07:05.290,T1,5_50_100_200_300cm.csv,405,1,0,6.693,-68,-99,-31,26.58,100,4352,2658,5587,21676,1375,TRUE,1,5.693,1.0556701030927835,15.764363636363637,2929
2026-04-30T13:07:17.289,T1,5_50_100_200_300cm.csv,417,1,0,5.347,-66.9,-99.1,-32.2,70.36,76,2510,5347,3637,20479,1288,TRUE,1,4.347,0.5587711487088157,15.899844720496894,1710
2026-04-30T13:07:18.310,T1,5_50_100_200_300cm.csv,418,1,0,5.492,-67.4,-98.2,-30.8,38.16,104,6273,3969,5853,29706,1574,TRUE,1,4.492,1.2773365913255956,18.872935196950444,1884
2026-04-30T13:07:19.300,T1,5_50_100_200_300cm.csv,419,1,0,5.506,-67.2,-99.6,-32.4,58.4,92,2495,5373,3545,22082,1348,TRUE,1,4.506,0.5595424983180085,16.381305637982194,1828
2026-04-30T13:07:20.321,T1,5_50_100_200_300cm.csv,420,1,0,7.795,-68.6,-98.6,-30,40.53,112,5020,4539,6656,30030,1651,TRUE,1,6.795,0.8968289414917374,18.188976377952756,2117
2026-04-30T13:07:21.310,T1,5_50_100_200_300cm.csv,421,1,0,7.866,-67.3,-97.2,-29.9,28.44,100,6953,2844,6228,25459,1454,TRUE,1,6.866,1.532848324514991,17.509628610729024,3384
2026-04-30T13:07:22.298,T1,5_50_100_200_300cm.csv,422,1,0,8.738,-67.5,-98.9,-31.4,47.75,108,3540,5157,5033,24726,1443,TRUE,1,7.738,0.6947988223748773,17.135135135135137,124
2026-04-30T13:07:25.298,T1,5_50_100_200_300cm.csv,425,1,0,8.368,-67.2,-99.2,-32.1,60.7,104,2584,6313,4530,28721,1538,TRUE,1,7.368,0.47662086138522547,18.674252275682704,1783
2026-04-30T13:07:27.310,T1,5_50_100_200_300cm.csv,427,1,0,5.83,-67.6,-98.3,-30.8,52.38,104,4912,5447,6636,33089,1673,TRUE,1,4.83,0.8130431184308533,19.778242677824267,1189
2026-04-30T13:07:29.288,T1,5_50_100_200_300cm.csv,429,1,0,7.73,-67.9,-98.3,-30.3,40.63,104,5439,4226,7675,34472,1730,TRUE,1,6.73,0.9140408369044618,19.92601156069364,3449
2026-04-30T13:07:30.308,T1,5_50_100_200_300cm.csv,430,1,0,5.877,-68.3,-98.8,-30.5,67.05,84,1324,5632,5574,23166,1436,TRUE,1,4.877,0.23630198108156344,16.132311977715876,58
2026-04-30T13:07:31.300,T1,5_50_100_200_300cm.csv,431,1,0,8.621,-68,-100.2,-32.2,59.43,96,1365,5705,4051,25736,1500,TRUE,1,7.621,0.27982779827798276,17.157333333333334,1654
2026-04-30T13:07:33.340,T1,5_50_100_200_300cm.csv,433,1,0,6.341,-71.8,-100.7,-28.9,46.64,36,1197,1679,2052,3690,647,TRUE,1,5.341,0.6416510318949343,5.703245749613601,373
2026-04-30T13:07:34.328,T1,5_50_100_200_300cm.csv,434,1,0,8.382,-66.3,-99,-32.7,53.88,72,3008,3879,5043,21164,1280,TRUE,1,7.382,0.6742882761712621,16.534375,1164
2026-04-30T13:07:36.308,T1,5_50_100_200_300cm.csv,436,1,0,5.807,-67.9,-100.1,-32.2,74.17,76,1198,5637,3637,23131,1415,TRUE,1,4.807,0.25835669613974555,16.346996466431097,2000
2026-04-30T13:07:37.298,T1,5_50_100_200_300cm.csv,437,1,0,6.018,-68.1,-99.1,-31,62.82,84,1352,5277,4093,17993,1258,TRUE,1,5.018,0.28858057630736395,14.302861685214626,1184
2026-04-30T13:07:38.320,T1,5_50_100_200_300cm.csv,438,1,0,5.83,-69.5,-98.4,-28.9,29.33,96,4920,2816,6599,22948,1490,TRUE,1,4.83,1.0451407328730749,15.401342281879195,3783
2026-04-30T13:07:40.358,T1,5_50_100_200_300cm.csv,440,1,0,5.929,-68.8,-98.3,-29.5,46.45,88,4908,4088,6732,26570,1566,TRUE,1,4.929,0.9072088724584103,16.966794380587483,2644
2026-04-30T13:07:43.329,T1,5_50_100_200_300cm.csv,443,1,0,5.347,-68.1,-99.1,-31,50.76,80,3502,4061,6047,25273,1490,TRUE,1,4.347,0.6929165017807677,16.961744966442954,1986
2026-04-30T13:07:45.311,T1,5_50_100_200_300cm.csv,445,1,0,5.99,-68.8,-99.6,-30.8,44.24,116,3282,5132,5778,29336,1645,TRUE,1,4.99,0.6016498625114574,17.833434650455928,646
2026-04-30T13:07:47.318,T1,5_50_100_200_300cm.csv,447,1,0,5.469,-68.7,-99.1,-30.4,47.1,104,3732,4898,6560,30392,1668,TRUE,1,4.469,0.6514225868388899,18.22062350119904,1662
2026-04-30T13:07:48.310,T1,5_50_100_200_300cm.csv,448,1,0,5.863,-68.6,-98.6,-30,35.57,108,4327,3842,6430,25040,1511,TRUE,1,4.863,0.8424844236760125,16.57180675049636,2588
2026-04-30T13:07:51.310,T1,5_50_100_200_300cm.csv,451,1,0,5.441,-68.7,-99.1,-30.4,59.63,112,1537,6679,5484,28809,1624,TRUE,1,4.441,0.2527337005672943,17.739532019704434,1195
2026-04-30T13:07:52.330,T1,5_50_100_200_300cm.csv,452,1,0,5.807,-68,-98.7,-30.8,58.82,84,3028,4941,6068,25467,1488,TRUE,1,4.807,0.5500953765101281,17.114919354838708,1127
2026-04-30T13:07:53.348,T1,5_50_100_200_300cm.csv,453,1,0,5.408,-68.4,-99.1,-30.6,64.3,84,1790,5401,5384,23097,1440,TRUE,1,4.408,0.3319425127491887,16.039583333333333,17
2026-04-30T13:07:54.308,T1,5_50_100_200_300cm.csv,454,1,0,6.313,-76.2,-101.2,-25,58.21,28,601,1630,974,1428,468,TRUE,1,5.313,0.46159754224270355,3.051282051282051,656
2026-04-30T13:07:57.396,T1,5_50_100_200_300cm.csv,457,1,0,6.848,-72.2,-100.1,-27.8,60.16,44,643,2647,2037,4228,703,TRUE,1,5.848,0.2745516652433817,6.014224751066856,610
2026-04-30T13:07:58.328,T1,5_50_100_200_300cm.csv,458,1,0,6.867,-76.5,-101.4,-24.9,53.82,28,501,1507,1050,1345,459,TRUE,1,5.867,0.39186546734454436,2.9302832244008714,457
2026-04-30T13:07:59.319,T1,5_50_100_200_300cm.csv,459,1,0,5.394,-68.6,-99.2,-30.7,63.66,88,2198,5602,5614,26233,1542,TRUE,1,4.394,0.39194008559201143,17.012321660181584,12
2026-04-30T13:08:00.309,T1,5_50_100_200_300cm.csv,460,1,0,5.441,-68.7,-100.2,-31.5,57.21,112,2826,6408,3690,30064,1656,TRUE,1,4.441,0.5597147950089126,18.154589371980677,2718
2026-04-30T13:08:01.329,T1,5_50_100_200_300cm.csv,461,1,0,5.975,-68.2,-98.4,-30.2,37.9,92,5010,3487,6909,27654,1564,TRUE,1,4.975,0.9638322431704501,17.68158567774936,3422
2026-04-30T13:08:04.328,T1,5_50_100_200_300cm.csv,464,1,0,5.929,-68.2,-98.4,-30.2,32.93,112,5725,3688,7706,34941,1759,TRUE,1,4.929,1.004914867474109,19.864127345082434,4018
2026-04-30T13:08:05.318,T1,5_50_100_200_300cm.csv,465,1,0,6.82,-73.3,-100.5,-27.2,59.02,44,862,2597,1622,3815,692,TRUE,1,5.82,0.4086276368807774,5.513005780346821,975
2026-04-30T13:08:06.337,T1,5_50_100_200_300cm.csv,466,1,0,5.558,-68.5,-98.9,-30.4,64.39,104,2277,6697,6628,33931,1749,TRUE,1,4.558,0.3417636022514071,19.400228702115495,69
2026-04-30T13:08:07.329,T1,5_50_100_200_300cm.csv,467,1,0,5.305,-65.1,-94.4,-29.3,23.64,84,9828,1986,2924,17681,1122,TRUE,1,4.305,4.003258655804481,15.758467023172905,938
2026-04-30T13:08:10.329,T1,5_50_100_200_300cm.csv,470,1,0,5.816,-70.3,-96,-25.7,107.35,80,7018,8588,6780,27440,1676,TRUE,1,4.816,0.9133263925039042,16.372315035799524,1808
2026-04-30T13:08:11.319,T1,5_50_100_200_300cm.csv,471,1,0,5.521,-70.3,-98.3,-28,32.14,80,5591,2571,5555,18977,1393,TRUE,1,4.521,1.3760767905488556,13.623115577889447,2984
2026-04-30T13:08:12.339,T1,5_50_100_200_300cm.csv,472,1,0,5.849,-72.2,-97.9,-25.7,51.64,92,4640,4751,6938,20403,1544,TRUE,1,4.849,0.7939088031482591,13.214378238341968,2187
2026-04-30T13:08:14.347,T1,5_50_100_200_300cm.csv,474,1,0,8.011,-71.4,-94.8,-23.4,100.11,84,8012,8409,9119,25265,1671,TRUE,1,7.010999999999999,0.9141944317663168,15.119688809096349,710
2026-04-30T13:08:15.339,T1,5_50_100_200_300cm.csv,475,1,0,5.445,-67.1,-96.4,-29.3,69.22,64,8302,4430,4259,23674,1392,TRUE,1,4.445,1.9109218552192426,17.007183908045977,171
2026-04-30T13:08:16.327,T1,5_50_100_200_300cm.csv,476,1,0,5.966,-67.5,-96.3,-28.8,68.31,96,7652,6558,4273,25303,1460,TRUE,1,4.966,1.4129812575016156,17.33082191780822,2285
2026-04-30T13:08:17.377,T1,5_50_100_200_300cm.csv,477,1,0,6.487,-68.1,-98.5,-30.4,65.95,100,1713,6595,5751,26932,1539,TRUE,1,5.487,0.2774987850315892,17.49967511,844
2026-04-30T13:08:20.347,T1,5_50_100_200_300cm.csv,480,1,0,5.863,-70.5,-95.7,-25.3,91.79,108,8353,9913,6025,31169,1795,TRUE,1,4.863,1.048186723553771,17.364345403899723,3888
2026-04-30T13:08:21.338,T1,5_50_100_200_300cm.csv,481,1,0,5.441,-67.9,-98.2,-30.3,64.77,88,4078,5700,4416,22111,1386,TRUE,1,4.441,0.8062475286674575,15.953102453102453,1284
2026-04-30T13:08:22.329,T1,5_50_100_200_300cm.csv,482,1,0,5.431,-67.3,-99.1,-31.8,54.36,96,1100,5219,7409,33938,1678,TRUE,1,4.431,0.17421602787456447,20.225268176400476,2190
2026-04-30T13:08:23.347,T1,5_50_100_200_300cm.csv,483,1,0,6.787,-72.1,-99.1,-27.1,33.62,40,2449,1345,2191,3739,657,TRUE,1,5.787,1.385180995475113,5.691019786910198,846
2026-04-30T13:08:28.356,T1,5_50_100_200_300cm.csv,488,1,0,5.422,-68.3,-98.7,-30.4,57.41,124,3742,7119,4357,29421,1619,TRUE,1,4.422,0.6521436040432206,18.172328597899938,2762
2026-04-30T13:08:29.348,T1,5_50_100_200_300cm.csv,489,1,0,6.13,-68.2,-98.2,-30,86.32,72,3427,6215,3770,20349,1341,TRUE,1,5.13,0.6864296444667001,15.174496644295303,2445
2026-04-30T13:08:30.368,T1,5_50_100_200_300cm.csv,490,1,0,5.854,-67.4,-98.6,-31.2,86.76,76,3408,6594,4680,27935,1531,TRUE,1,4.854,0.6045769026077701,18.246244284781188,1914
2026-04-30T13:08:31.357,T1,5_50_100_200_300cm.csv,491,1,0,6.36,-77.5,-101.1,-23.6,47.67,24,682,1144,1163,996,409,TRUE,1,5.36,0.5912440398786303,2.435207824,19
2026-04-30T13:08:32.348,T1,5_50_100_200_300cm.csv,492,1,0,5.441,-68.2,-98,-29.8,100.82,72,2422,7259,5958,28152,1578,TRUE,1,4.441,0.3664976923658924,17.840304182509506,1301
2026-04-30T13:08:33.338,T1,5_50_100_200_300cm.csv,493,1,0,5.83,-67.3,-98.7,-31.4,73,92,3173,6716,4060,26685,1488,TRUE,1,4.83,0.5889012620638456,17.933467741935484,2656
2026-04-30T13:08:34.387,T1,5_50_100_200_300cm.csv,494,1,0,5.596,-66.6,-99.2,-32.7,56.05,108,610,6053,5893,31932,1589,TRUE,1,4.596,0.1021262347229198,20.09565764631844,160
2026-04-30T13:08:35.348,T1,5_50_100_200_300cm.csv,495,1,0,6.018,-68.2,-98.8,-30.6,77.16,88,3094,6790,5397,30465,1644,TRUE,1,5.018,0.5077541642734061,18.53102189781022,1393
2026-04-30T13:08:36.338,T1,5_50_100_200_300cm.csv,496,1,0,6.853,-90.1,-103.4,-13.3,24.75,12,359,297,400,61,186,TRUE,1,5.853,1.0301291248206599,0.3279569892473118,103
2026-04-30T13:08:37.358,T1,5_50_100_200_300cm.csv,497,1,0,5.915,-67.1,-98.7,-31.6,74.73,84,3374,6277,3683,24350,1414,TRUE,1,4.915,0.6775100401606425,17.22065063649222,2594
2026-04-30T13:08:39.398,T1,5_50_100_200_300cm.csv,499,1,0,5.9,-66.8,-98.4,-31.6,76.64,84,3354,6438,4711,27218,1476,TRUE,1,4.9,0.6016683110592879,18.440379403794037,1727
2026-04-30T13:08:40.358,T1,5_50_100_200_300cm.csv,500,1,0,8.776,-68.1,-98.8,-30.7,64.74,92,3241,5956,4300,23485,1436,TRUE,1,7.776,0.6320202808112324,16.354456824512535,1656
2026-04-30T13:08:41.348,T1,5_50_100_200_300cm.csv,501,1,0,5.385,-69,-97.9,-28.9,66.93,80,3862,5354,3975,16607,1246,TRUE,1,4.385,0.8279558366384393,13.328250401284109,1379
2026-04-30T13:08:44.377,T1,5_50_100_200_300cm.csv,504,1,0,7.997,-68,-98.2,-30.2,72.54,100,3887,7254,4731,28446,1575,TRUE,1,6.997,0.6486441385064664,18.06095238095238,2523
2026-04-30T13:08:46.357,T1,5_50_100_200_300cm.csv,506,1,0,5.483,-68.9,-98.3,-29.4,73.64,84,4722,6186,5877,29096,1645,TRUE,1,4.483,0.7828898284008953,17.687537993920973,309
2026-04-30T13:08:48.367,T1,5_50_100_200_300cm.csv,508,1,0,5.825,-66.7,-98.7,-32,56.73,96,2826,5446,4224,21792,1319,TRUE,1,4.825,0.584488108,16.521607278241092,1222
2026-04-30T13:08:51.366,T1,5_50_100_200_300cm.csv,511,1,0,6.318,-73.3,-100,-26.7,66.11,28,1353,1851,1379,2391,548,TRUE,1,5.318,0.8377708978328173,4.363138686131387,472
2026-04-30T13:08:52.355,T1,5_50_100_200_300cm.csv,512,1,0,5.389,-70,-97.5,-27.5,61.38,96,6863,5892,7224,31752,1786,TRUE,1,4.389,1.0465080817322354,17.778275475923852,1332
2026-04-30T13:08:53.346,T1,5_50_100_200_300cm.csv,513,1,0,5.807,-69.4,-98,-28.6,94.12,88,5110,8283,4851,32476,1769,TRUE,1,4.807,0.7781330896908787,18.35839457,3432
2026-04-30T13:08:54.368,T1,5_50_100_200_300cm.csv,514,1,0,5.582,-64.6,-92.4,-27.8,83.74,72,8936,6029,3846,13970,981,TRUE,1,4.582,1.8098227848101265,14.240570846075434,2183
2026-04-30T13:08:56.377,T1,5_50_100_200_300cm.csv,516,1,0,5.863,-69.3,-98.3,-29,70.23,96,1016,6742,7963,32835,1770,TRUE,1,4.863,0.13818429105746344,18.550847457627118,1221
2026-04-30T13:08:59.377,T1,5_50_100_200_300cm.csv,519,1,0,5.858,-68.1,-93.2,-25,103.38,104,12090,10752,8073,32428,1690,TRUE,1,4.858,1.2844621513944223,19.18816568047337,2679
2026-04-30T13:09:00.397,T1,5_50_100_200_300cm.csv,520,1,0,8.372,-68.1,-95.2,-27.1,78.54,96,10701,7540,7319,35693,1770,TRUE,1,7.372,1.4403391883706844,20.165536723163843,221
2026-04-30T13:09:02.377,T1,5_50_100_200_300cm.csv,522,1,0,5.746,-66.8,-95.6,-28.8,55.38,112,9315,6202,5183,28853,1521,TRUE,1,4.746,1.6363636363636365,18.96975673898751,1019
2026-04-30T13:09:03.366,T1,5_50_100_200_300cm.csv,523,1,0,6.557,-67.4,-91,-23.7,186.03,76,7841,14138,11657,25406,1456,TRUE,1,5.557,0.6079472766039931,17.449175824175825,2481
2026-04-30T13:09:04.386,T1,5_50_100_200_300cm.csv,524,1,0,7.899,-69.2,-97.6,-28.5,85.64,96,6756,8221,5582,37271,1876,TRUE,1,6.899,0.9789176266029124,19.86727078891258,2639
2026-04-30T13:09:05.375,T1,5_50_100_200_300cm.csv,525,1,0,5.417,-66.5,-98.7,-32.2,67.02,64,3500,4289,4919,21798,1311,TRUE,1,4.417,0.7602085143353605,16.62700228832952,630
2026-04-30T13:09:06.367,T1,5_50_100_200_300cm.csv,526,1,0,5.783,-68.8,-98.2,-29.4,50.9,120,5774,6108,6857,35111,1799,TRUE,1,4.783,0.8907057462398766,19.516953863257367,749
2026-04-30T13:09:07.387,T1,5_50_100_200_300cm.csv,527,1,0,5.825,-65.9,-99.5,-33.6,50.63,100,3123,5063,3340,22880,1314,TRUE,1,4.825,0.7433059621563727,17.41248097412481,1723
2026-04-30T13:09:09.367,T1,5_50_100_200_300cm.csv,529,1,0,5.919,-68.2,-98.1,-29.9,77.69,108,5086,8391,5292,38465,1844,TRUE,1,4.919,0.7434042242198349,20.859544468546638,3099
2026-04-30T13:09:10.385,T1,5_50_100_200_300cm.csv,530,1,0,5.445,-68.6,-98.1,-29.6,65.62,108,4195,7087,6521,33279,1739,TRUE,1,4.445,0.616549089,19.13686026451984,566
2026-04-30T13:09:11.375,T1,5_50_100_200_300cm.csv,531,1,0,5.891,-69,-99,-30,61.17,124,5370,7585,4522,38304,1892,TRUE,1,4.891,0.8870901131576774,20.24524312896406,3063
2026-04-30T13:09:12.366,T1,5_50_100_200_300cm.csv,532,1,0,5.919,-68.1,-98.2,-30.1,81.19,88,3539,7145,4808,27274,1548,TRUE,1,4.919,0.592152598,17.61886304909561,2337
2026-04-30T13:09:14.375,T1,5_50_100_200_300cm.csv,534,1,0,5.938,-67.8,-98.8,-31,45.56,108,3791,4920,5470,25392,1479,TRUE,1,4.938,0.729740135,17.168356997971603,550
2026-04-30T13:09:16.385,T1,5_50_100_200_300cm.csv,536,1,0,8.414,-66.1,-98.7,-32.6,56.1,92,3675,5161,2952,20003,1238,TRUE,1,7.414,0.905953408,16.15751211631664,2209
2026-04-30T13:09:17.376,T1,5_50_100_200_300cm.csv,537,1,0,8.621,-68.2,-97.3,-29.1,52.28,124,6656,6483,7518,36149,1785,TRUE,1,7.621,0.9507892293407614,20.251540616246498,1035
2026-04-30T13:09:18.367,T1,5_50_100_200_300cm.csv,538,1,0,6.815,-84.7,-101.4,-16.8,39.5,16,622,632,725,278,277,TRUE,1,5.815,0.9167280766396463,1.0036101083032491,93
2026-04-30T13:09:19.386,T1,5_50_100_200_300cm.csv,539,1,0,6.257,-72.3,-99.6,-27.2,57.65,52,1891,2998,2530,6122,848,TRUE,1,5.257,0.6841534008683068,7.219339623,468
2026-04-30T13:09:20.375,T1,5_50_100_200_300cm.csv,540,1,0,6.581,-70.3,-98.5,-28.3,72.1,88,3947,6345,5747,26016,1629,TRUE,1,5.581,0.6528283162421435,15.970534069981584,598
2026-04-30T13:09:21.397,T1,5_50_100_200_300cm.csv,541,1,0,6.294,-68.4,-98.3,-29.9,67.74,92,4900,6232,6315,32702,1712,TRUE,1,5.294,0.7810632023591296,19.101635514018692,83
2026-04-30T13:09:25.385,T1,5_50_100_200_300cm.csv,545,1,0,5.821,-68.6,-97.9,-29.4,93.57,76,3973,7111,5630,28319,1602,TRUE,1,4.821,0.6236559139784946,17.677278401997505,1481
2026-04-30T13:09:26.377,T1,5_50_100_200_300cm.csv,546,1,0,5.582,-67.8,-98.1,-30.3,52.44,100,4836,5244,6492,29479,1591,TRUE,1,4.582,0.8241308793456033,18.528598365807667,1248
2026-04-30T13:09:29.376,T1,5_50_100_200_300cm.csv,549,1,0,6.304,-68.2,-97.8,-29.6,53,84,5032,4452,6339,24503,1474,TRUE,1,5.304,0.9326290427207858,16.62347354138399,1887
2026-04-30T13:09:30.395,T1,5_50_100_200_300cm.csv,550,1,0,5.53,-68.5,-98,-29.4,82.71,80,3624,6617,5054,24041,1475,TRUE,1,4.53,0.6210264758803873,16.298983050847458,1563
