timestamp,device,tag_id,seq,rx_power,fp_power,fp_rx_ratio,quality,reply_delay
2026-02-19T21:27:21.756,A1,1,12,-69.6,-81.9,-12.3,334.42,651249603
2026-02-19T21:27:22.250,A1,1,13,-70.5,-81.0,-10.6,439.84,358923747
2026-02-19T21:27:22.748,A1,1,14,-74.5,-89.0,-14.5,413.68,447701111
2026-02-19T21:27:23.288,A1,1,15,-66.7,-75.2,-8.5,562.09,347401906
2026-02-19T21:27:23.768,A1,1,16,-66.4,-78.6,-12.2,594.46,435415922
2026-02-19T21:27:24.248,A1,1,17,-68.3,-79.1,-10.8,420.44,349713155
2026-02-19T21:27:24.788,A1,1,18,-78.6,-102.5,-24.0,69.77,576692594
2026-02-19T21:27:25.269,A1,1,19,-73.2,-89.1,-15.9,345.9,607498451
2026-02-19T21:27:25.747,A1,1,20,-73.4,-82.3,-9.0,556.72,520685748
2026-02-19T21:27:26.287,A1,1,21,-74.5,-85.3,-10.8,484.4,366552761
2026-02-19T21:27:26.769,A1,1,22,-72.1,-81.2,-9.2,460.94,462673795
2026-02-19T21:27:27.247,A1,1,23,-70.4,-80.4,-10.0,445.98,681988463
2026-02-19T21:27:27.787,A1,1,24,-72.5,-82.6,-10.1,419.43,585662866
2026-02-19T21:27:28.266,A1,1,25,-73.0,-81.1,-8.1,510.94,584875519
2026-02-19T21:27:28.746,A1,1,26,-67.9,-88.2,-20.2,287.23,676355486
2026-02-19T21:27:29.287,A1,1,27,-79.5,-90.1,-10.6,326.14,593863454
2026-02-19T21:27:29.766,A1,1,28,-76.2,-102.2,-26.0,25.1,548359561
2026-02-19T21:27:30.307,A1,1,29,-74.5,-90.1,-15.7,252.91,679827311
2026-02-19T21:27:30.787,A1,1,30,-72.0,-77.6,-5.6,348.45,613545487
2026-02-19T21:27:31.266,A1,1,31,-64.2,-75.4,-11.2,382.1,353897835
2026-02-19T21:27:31.806,A1,1,32,-64.8,-76.7,-11.9,338.31,667225189
2026-02-19T21:27:32.286,A1,1,33,-62.1,-73.9,-11.8,340.73,586853612
2026-02-19T21:27:32.766,A1,1,34,-62.3,-75.2,-12.9,300.2,616560715
2026-02-19T21:27:33.306,A1,1,35,-58.0,-72.7,-14.7,173.28,354205620
