timestamp,device,anchor_id,seq,distance_m,rx_power,fp_power,fp_rx_ratio,quality,round_trip,reply_delay,nlos_suspect
2026-02-19T21:33:23.043,T1,1,24,3.218,-69.7,-84.3,-14.6,379.1,562523887,562522515,True
2026-02-19T21:33:23.538,T1,1,25,3.25,-69.1,-84.6,-15.5,343.08,626998613,626997226,True
2026-02-19T21:33:24.048,T1,1,26,3.128,-72.0,-87.8,-15.8,387.69,671151120,671149786,True
2026-02-19T21:33:25.578,T1,1,29,2.889,-74.3,-88.8,-14.4,367.14,493365192,493363959,True
2026-02-19T21:33:26.537,T1,1,31,2.866,-70.2,-88.2,-18.0,267.93,464393164,464391942,True
2026-02-19T21:33:27.078,T1,1,32,2.992,-72.5,-85.4,-12.9,380.62,603009239,603007962,True
2026-02-19T21:33:27.559,T1,1,33,3.255,-71.5,-88.5,-17.0,266.29,633127127,633125739,True
2026-02-19T21:33:28.579,T1,1,35,2.824,-72.9,-86.7,-13.9,393.39,358182510,358181306,True
2026-02-19T21:33:29.058,T1,1,36,2.838,-72.6,-88.2,-15.6,310.85,353108891,353107681,True
2026-02-19T21:33:29.597,T1,1,37,3.513,-73.4,-89.6,-16.2,288.58,630462410,630460912,True
2026-02-19T21:33:30.077,T1,1,38,3.171,-74.5,-89.8,-15.4,247.83,361453355,361452002,True
2026-02-19T21:33:30.557,T1,1,39,3.1,-70.3,-83.1,-12.8,366.61,542304927,542303604,True
