timestamp,device,anchor_id,seq,distance_m,rx_power,fp_power,fp_rx_ratio,quality,round_trip,reply_delay,nlos_suspect
2026-02-19T21:40:07.170,T1,1,19,1.74,-70.6,-88.7,-18.0,309.71,609263258,609262515,True
2026-02-19T21:40:08.159,T1,1,21,2.064,-72.4,-85.8,-13.4,507.0,349899002,349898121,True
2026-02-19T21:40:08.671,T1,1,22,1.468,-70.9,-80.3,-9.5,446.38,668687973,668687347,True
2026-02-19T21:40:09.211,T1,1,23,1.768,-70.4,-81.5,-11.1,426.58,668214142,668213387,True
2026-02-19T21:40:09.749,T1,1,24,1.989,-70.0,-81.3,-11.3,265.2,456435777,456434929,True
2026-02-19T21:40:10.169,T1,1,25,2.42,-68.8,-79.6,-10.8,284.8,412024209,412023176,True
2026-02-19T21:40:10.712,T1,1,26,1.881,-70.1,-80.2,-10.2,387.56,535183454,535182651,True
2026-02-19T21:40:11.670,T1,1,28,1.754,-72.2,-82.7,-10.5,351.46,607086252,607085504,True
2026-02-19T21:40:12.210,T1,1,29,1.928,-70.7,-81.0,-10.2,368.13,519416851,519416028,True
2026-02-19T21:40:13.771,T1,1,32,2.331,-inf,-78.1,inf,253.01,480874911,480873916,False
2026-02-19T21:40:14.189,T1,1,33,2.223,-70.0,-81.5,-11.5,270.5,346771732,346770783,True
2026-02-19T21:40:14.670,T1,1,34,2.284,-70.3,-82.1,-11.8,309.0,544954761,544953787,True
2026-02-19T21:40:15.210,T1,1,35,1.989,-66.6,-78.1,-11.6,378.86,523785577,523784729,True
2026-02-19T21:40:15.689,T1,1,36,2.28,-66.8,-77.9,-11.2,333.9,346903436,346902463,True
2026-02-19T21:40:16.709,T1,1,38,2.247,-67.7,-80.2,-12.5,234.65,383147749,383146791,True
2026-02-19T21:40:17.189,T1,1,39,1.979,-67.2,-78.7,-11.5,247.61,670503181,670502337,True
2026-02-19T21:40:17.669,T1,1,40,2.242,-66.7,-79.6,-12.8,347.19,554347751,554346794,True
2026-02-19T21:40:18.209,T1,1,41,1.853,-66.6,-78.6,-12.0,278.88,677571017,677570227,True
2026-02-19T21:40:18.689,T1,1,42,2.214,-68.1,-79.7,-11.6,322.08,459359418,459358473,True
2026-02-19T21:40:19.169,T1,1,43,2.209,-67.1,-78.6,-11.5,370.54,456780809,456779866,True
2026-02-19T21:40:20.189,T1,1,45,1.989,-66.3,-79.0,-12.7,305.43,673735217,673734368,True
2026-02-19T21:40:20.728,T1,1,46,2.495,-64.0,-76.6,-12.6,232.49,477200326,477199261,True
2026-02-19T21:40:21.211,T1,1,47,2.101,-67.2,-79.7,-12.5,366.85,556454768,556453871,True
2026-02-19T21:40:21.689,T1,1,48,2.373,-64.7,-78.1,-13.4,355.62,397994981,397993969,True
2026-02-19T21:40:22.709,T1,1,50,2.364,-67.4,-79.0,-11.6,300.17,346940748,346939739,True
2026-02-19T21:40:23.189,T1,1,51,2.716,-69.6,-80.1,-10.4,409.22,359426485,359425327,True
2026-02-19T21:40:23.729,T1,1,52,2.406,-67.2,-77.8,-10.6,303.86,663958575,663957548,True
2026-02-19T21:40:24.688,T1,1,54,2.073,-67.5,-78.0,-10.5,246.44,656868470,656867586,True
2026-02-19T21:40:25.228,T1,1,55,2.237,-66.6,-79.3,-12.7,299.8,515852968,515852013,True
2026-02-19T21:40:25.708,T1,1,56,2.505,-68.8,-79.8,-10.9,341.73,668274094,668273026,True
2026-02-19T21:40:26.248,T1,1,57,2.552,-64.5,-76.7,-12.1,390.41,535744351,535743262,True
2026-02-19T21:40:26.727,T1,1,58,2.491,-66.4,-80.2,-13.9,378.5,393602054,393600991,True
2026-02-19T21:40:27.687,T1,1,60,2.786,-66.5,-81.5,-15.0,408.9,549782363,549781175,True
2026-02-19T21:40:28.228,T1,1,61,2.481,-67.5,-78.5,-11.0,371.69,357261480,357260421,True
2026-02-19T21:40:28.707,T1,1,62,2.552,-66.7,-79.6,-12.9,358.79,680096194,680095106,True
2026-02-19T21:40:29.247,T1,1,63,2.575,-67.9,-79.1,-11.2,392.05,474703759,474702660,True
2026-02-19T21:40:29.728,T1,1,64,2.491,-66.7,-80.4,-13.8,324.67,360337659,360336597,True
2026-02-19T21:40:31.237,T1,1,67,2.458,-66.8,-80.8,-14.0,361.08,538855237,538854189,True
2026-02-19T21:40:31.707,T1,1,68,2.467,-66.9,-79.9,-13.0,434.58,382994893,382993840,True
2026-02-19T21:40:32.727,T1,1,70,2.509,-67.5,-81.4,-13.9,351.35,552857114,552856043,True
2026-02-19T21:40:33.747,T1,1,72,2.5,-68.5,-80.0,-11.6,353.56,353401183,353400117,True
2026-02-19T21:40:34.227,T1,1,73,2.19,-66.4,-77.9,-11.5,370.19,588169427,588168492,True
2026-02-19T21:40:34.707,T1,1,74,2.425,-68.1,-79.1,-10.9,299.52,392685084,392684050,True
2026-02-19T21:40:35.248,T1,1,75,2.462,-67.9,-80.0,-12.2,371.98,348066417,348065366,True
2026-02-19T21:40:35.726,T1,1,76,2.416,-65.6,-80.9,-15.3,284.02,411573993,411572963,True
2026-02-19T21:40:36.206,T1,1,77,2.42,-68.5,-80.1,-11.7,422.95,484114726,484113694,True
2026-02-19T21:40:36.746,T1,1,78,2.34,-70.6,-85.7,-15.2,308.63,662137995,662136996,True
2026-02-19T21:40:37.287,T1,1,79,2.566,-69.8,-83.4,-13.6,279.28,350001602,350000507,True
2026-02-19T21:40:37.707,T1,1,80,2.486,-64.9,-77.4,-12.5,396.16,543272544,543271483,True
2026-02-19T21:40:38.248,T1,1,81,2.547,-66.2,-79.3,-13.1,283.67,474544730,474543643,True
2026-02-19T21:40:38.726,T1,1,82,2.87,-65.9,-78.8,-12.9,386.88,535796072,535794847,True
2026-02-19T21:40:39.207,T1,1,83,2.992,-65.6,-78.3,-12.7,446.73,677410035,677408758,True
2026-02-19T21:40:39.746,T1,1,84,2.608,-66.5,-78.5,-12.0,464.95,454852908,454851795,True
2026-02-19T21:40:40.226,T1,1,85,2.622,-68.6,-82.3,-13.8,431.57,457582458,457581339,True
2026-02-19T21:40:40.706,T1,1,86,3.03,-68.1,-81.9,-13.8,343.33,545535115,545533822,True
