timestamp,device,anchor_id,seq,distance_m,rx_power,fp_power,fp_rx_ratio,quality,round_trip,reply_delay,nlos_suspect
2026-02-19T21:13:48.870,T1,1,743,-2239420416.0,-67.5,-78.1,-10.6,398.11,2145080226,-726090191,True
2026-02-19T21:13:53.791,T1,1,753,0.0,-56.7,-75.1,-18.4,104.38,393278659,393278658,True
2026-02-19T21:13:54.209,T1,1,754,-0.113,-58.0,-74.4,-16.4,77.85,453384959,453385007,True
2026-02-19T21:13:55.229,T1,1,756,-0.066,-59.2,-76.9,-17.8,87.69,544511512,544511541,True
2026-02-19T21:13:55.709,T1,1,757,0.441,-57.8,-70.8,-13.1,96.17,375490059,375489870,True
2026-02-19T21:13:56.190,T1,1,758,-0.075,-56.8,-77.6,-20.8,152.32,528135236,528135269,True
2026-02-19T21:13:56.729,T1,1,759,0.08,-58.9,-73.1,-14.2,208.11,509911837,509911803,True
2026-02-19T21:14:15.008,T1,1,34,1.581,-64.2,-78.7,-14.5,467.17,353213987,353213312,True
2026-02-19T21:14:15.518,T1,1,35,1.726,-65.2,-73.7,-8.5,404.89,375013778,375013042,True
2026-02-19T21:14:16.042,T1,1,36,1.473,-65.4,-76.6,-11.2,372.94,364609450,364608822,True
2026-02-19T21:14:16.523,T1,1,37,1.388,-65.1,-76.0,-10.9,528.34,565888640,565888047,True
2026-02-19T21:14:17.062,T1,1,38,1.154,-65.8,-90.7,-24.9,180.71,643338029,643337537,True
2026-02-19T21:14:17.542,T1,1,39,1.468,-68.4,-84.2,-15.9,406.05,384864289,384863663,True
2026-02-19T21:14:18.025,T1,1,40,1.008,-63.9,-76.2,-12.3,363.17,676389215,676388784,True
2026-02-19T21:14:18.562,T1,1,41,1.571,-63.1,-73.8,-10.7,387.61,351054485,351053814,True
2026-02-19T21:14:19.042,T1,1,42,1.576,-64.5,-81.4,-16.9,511.28,357538233,357537560,True
2026-02-19T21:14:19.522,T1,1,43,1.285,-66.6,-85.4,-18.8,304.91,475106820,475106271,True
2026-02-19T21:14:20.541,T1,1,45,1.027,-66.8,-89.1,-22.3,336.17,608408533,608408094,True
2026-02-19T21:14:21.022,T1,1,46,1.276,-66.1,-90.8,-24.8,276.83,668992940,668992396,True
2026-02-19T21:14:21.561,T1,1,47,1.477,-63.6,-82.0,-18.4,305.12,669330146,669329515,True
2026-02-19T21:14:22.041,T1,1,48,1.599,-63.9,-84.8,-20.9,467.66,350995686,350995003,True
2026-02-19T21:14:24.028,T1,1,52,1.576,-66.7,-76.4,-9.6,468.52,351213932,351213260,True
2026-02-19T21:14:25.043,T1,1,54,1.454,-70.0,-80.1,-10.1,566.38,344982962,344982342,True
2026-02-19T21:14:25.520,T1,1,55,1.867,-71.9,-80.4,-8.5,335.59,346658523,346657726,True
2026-02-19T21:14:26.060,T1,1,56,1.398,-72.7,-82.0,-9.4,379.79,426898350,426897754,True
2026-02-19T21:14:26.541,T1,1,57,1.862,-68.7,-80.7,-12.0,469.94,380306856,380306061,True
2026-02-19T21:14:27.020,T1,1,58,1.567,-70.3,-79.6,-9.3,654.79,580335214,580334545,True
2026-02-19T21:14:27.560,T1,1,59,1.745,-66.6,-77.7,-11.1,382.48,480073560,480072815,True
2026-02-19T21:14:28.523,T1,1,61,1.646,-68.6,-78.2,-9.5,537.42,348572012,348571309,True
2026-02-19T21:14:29.061,T1,1,62,1.506,-70.2,-79.5,-9.3,473.17,446220570,446219927,True
2026-02-19T21:14:29.540,T1,1,63,1.102,-71.7,-82.1,-10.4,459.48,680189214,680188744,True
2026-02-19T21:14:30.080,T1,1,64,1.402,-71.8,-80.3,-8.5,510.94,493773974,493773376,True
2026-02-19T21:14:31.040,T1,1,66,1.604,-70.8,-81.1,-10.4,466.55,354444297,354443612,True
2026-02-19T21:14:31.580,T1,1,67,1.524,-70.8,-79.4,-8.6,381.62,418638525,418637874,True
2026-02-19T21:14:32.059,T1,1,68,1.323,-71.5,-80.6,-9.2,467.35,561490194,561489630,True
2026-02-19T21:14:32.539,T1,1,69,1.393,-67.1,-78.7,-11.7,379.77,603248184,603247590,True
2026-02-19T21:14:33.559,T1,1,71,1.712,-66.5,-76.6,-10.1,507.92,355185892,355185161,True
2026-02-19T21:14:34.039,T1,1,72,1.492,-66.6,-78.6,-11.9,519.67,549965788,549965152,True
2026-02-19T21:14:34.580,T1,1,73,1.534,-66.0,-79.8,-13.8,329.21,541796577,541795922,True
2026-02-19T21:14:35.539,T1,1,75,1.721,-65.0,-75.9,-10.9,394.09,354755533,354754798,True
2026-02-19T21:14:36.079,T1,1,76,1.782,-65.7,-76.1,-10.3,406.02,346545927,346545167,True
2026-02-19T21:14:36.559,T1,1,77,1.684,-68.2,-79.7,-11.5,357.79,423851111,423850392,True
2026-02-19T21:14:37.099,T1,1,78,1.656,-67.1,-78.0,-10.9,316.66,447134872,447134166,True
2026-02-19T21:14:38.059,T1,1,80,1.501,-66.1,-75.7,-9.6,426.65,551034366,551033725,True
2026-02-19T21:14:38.598,T1,1,81,1.717,-64.7,-76.2,-11.5,261.06,409854678,409853945,True
2026-02-19T21:14:39.078,T1,1,82,1.89,-68.3,-79.6,-11.3,327.0,452503234,452502427,True
2026-02-19T21:14:39.559,T1,1,83,1.834,-64.4,-72.9,-8.6,264.35,360236842,360236059,True
2026-02-19T21:14:40.578,T1,1,85,1.782,-69.7,-81.2,-11.5,257.41,348570583,348569823,True
2026-02-19T21:14:41.060,T1,1,86,1.82,-65.4,-73.4,-7.9,322.79,357960199,357959423,True
2026-02-19T21:14:42.078,T1,1,88,1.421,-67.3,-76.1,-8.8,246.68,668080703,668080097,True
2026-02-19T21:14:42.558,T1,1,89,1.825,-68.9,-78.2,-9.3,278.47,353867359,353866580,True
2026-02-19T21:14:43.158,T1,1,90,1.759,-65.0,-73.4,-8.4,322.0,553467934,553467183,True
2026-02-19T21:14:44.057,T1,1,92,1.651,-68.4,-78.8,-10.4,284.81,503179046,503178341,True
2026-02-19T21:14:44.598,T1,1,93,2.195,-72.4,-82.8,-10.4,365.73,483480523,483479586,True
2026-02-19T21:14:45.077,T1,1,94,1.651,-66.0,-76.0,-9.9,266.89,575497409,575496704,True
2026-02-19T21:14:46.577,T1,1,97,1.721,-66.2,-73.9,-7.7,284.75,423130406,423129672,True
2026-02-19T21:14:47.057,T1,1,98,1.853,-65.7,-75.6,-9.9,280.88,350704148,350703357,True
2026-02-19T21:14:47.597,T1,1,99,1.848,-64.8,-81.8,-17.0,358.5,413740551,413739762,True
2026-02-19T21:14:49.097,T1,1,102,2.125,-65.3,-78.2,-12.8,358.4,390258408,390257502,True
