timestamp,device,anchor_id,seq,distance_m,rx_power,fp_power,fp_rx_ratio,quality,round_trip,reply_delay,std_noise,fp_ampl1,fp_ampl2,fp_ampl3,cir_power,rxpacc,flags,anchor_count,nlos_suspect
2026-05-01T13:50:15.509,T1,1,12496,3.63,-73.8,-89.2,-15.4,103.21,395762600,395761052,24,2934,2477,1408,446,241,3,1,True
2026-05-01T13:50:15.987,T1,1,12500,2.917,-58.0,-76.5,-18.6,200.71,420753642,420752397,84,14448,16860,17346,21866,976,3,1,True
2026-05-01T13:50:16.079,T1,1,12501,3.935,-57.8,-77.7,-19.8,199.23,673713565,673711887,84,17107,16735,10717,20642,944,3,1,True
2026-05-01T13:50:16.286,T1,1,12503,3.288,-59.4,-77.6,-18.2,150.5,387482885,387481482,116,11099,17458,16770,18970,956,3,1,True
2026-05-01T13:50:16.497,T1,1,12505,3.973,-64.1,-84.0,-19.9,154.18,459385100,459383405,40,6601,6167,3869,2905,440,3,1,True
2026-05-01T13:50:16.617,T1,1,12506,2.964,-59.6,-77.4,-17.8,169.44,400444907,400443642,104,14695,17622,13459,18449,950,3,1,True
2026-05-01T13:50:16.708,T1,1,12507,3.133,-57.7,-76.8,-19.1,212.68,425538377,425537040,84,15066,17865,14523,21573,962,3,1,True
2026-05-01T13:50:16.826,T1,1,12508,2.936,-59.2,-76.9,-17.7,174.05,400688462,400687210,100,13650,17405,16734,19955,974,3,1,True
2026-05-01T13:50:16.917,T1,1,12509,3.25,-59.4,-79.4,-20.0,153.04,534347454,534346068,112,18619,17140,9805,22397,1038,3,1,True
2026-05-01T13:50:17.036,T1,1,12510,4.385,-59.2,-76.6,-17.4,182.01,732147810,732145940,96,16720,17473,12569,18813,946,3,1,True
2026-05-01T13:50:17.127,T1,1,12511,3.039,-59.5,-76.8,-17.3,153.37,433356503,433355207,120,16717,18404,14944,21154,1013,3,1,True
2026-05-01T13:50:17.217,T1,1,12512,3.269,-59.1,-76.8,-17.7,170.54,520502917,520501523,100,13724,17054,16759,19704,963,3,1,True
2026-05-01T13:50:18.028,T1,1,12519,3.752,-59.6,-79.5,-20.0,127.93,750679293,750677693,120,17878,15352,9789,19721,980,3,1,True
2026-05-01T13:50:26.336,T1,1,12595,3.386,-60.2,-77.5,-17.3,141.92,443699385,443697941,132,15305,18734,16151,21396,1042,3,1,True
2026-05-01T13:50:26.426,T1,1,12596,2.908,-60.3,-77.5,-17.2,138.06,448369269,448368029,132,18220,18224,16524,23459,1097,3,1,True
2026-05-01T13:50:26.516,T1,1,12597,3.935,-65.2,-81.9,-16.7,154.23,472221277,472219599,64,7591,9871,8205,5372,622,3,1,True
2026-05-01T13:50:26.637,T1,1,12598,3.269,-69.4,-77.6,-8.2,130.51,590288643,590287248,140,16471,18271,18357,12623,1102,3,1,True
2026-05-01T13:50:26.846,T1,1,12600,4.057,-59.9,-79.4,-19.5,134.86,711991134,711989403,140,18838,18881,10672,24285,1099,3,1,True
2026-05-01T13:50:27.178,T1,1,12603,3.991,-62.9,-79.9,-17.0,158.89,491649484,491647782,76,10597,12076,10495,9107,747,3,1,True
2026-05-01T13:50:27.296,T1,1,12604,2.936,-59.4,-77.0,-17.6,139.82,402498568,402497316,120,16108,16779,17895,22193,1033,3,1,True
2026-05-01T13:50:27.506,T1,1,12606,3.912,-68.3,-85.0,-16.7,121.45,456689308,456687640,40,4703,4858,4389,1574,374,3,1,True
2026-05-01T13:50:27.836,T1,1,12609,3.968,-63.3,-80.5,-17.3,159.91,480750797,480749105,80,10424,12793,10034,9385,768,3,1,True
2026-05-01T13:50:28.556,T1,1,12615,3.827,-88.7,-92.3,-3.6,80.33,451069404,451067772,12,1020,964,801,46,137,1,1,False
2026-05-01T13:50:28.646,T1,1,12616,4.038,-59.1,-76.5,-17.5,147.59,546446158,546444436,124,15219,18301,16777,21606,1008,3,1,True
2026-05-01T13:50:28.738,T1,1,12617,3.039,-59.6,-77.2,-17.6,158.79,454938207,454936911,116,18078,18420,16205,23977,1080,3,1,True
2026-05-01T13:50:28.856,T1,1,12618,2.955,-59.5,-79.4,-19.9,154.15,399672909,399671648,116,16137,17881,10406,20833,1004,3,1,True
2026-05-01T13:50:29.426,T1,1,12623,4.118,-63.0,-80.8,-17.9,153.18,492576938,492575182,80,12468,12254,7348,9435,762,3,1,True
2026-05-01T13:50:29.516,T1,1,12624,4.442,-59.4,-78.5,-19.0,176.72,684722675,684720780,104,17058,18379,11994,21933,1029,3,1,True
2026-05-01T13:50:29.996,T1,1,12628,3.687,-59.3,-76.9,-17.6,199.02,754341764,754340191,88,11157,17514,16862,18426,937,3,1,True
2026-05-01T13:50:30.086,T1,1,12629,2.917,-59.9,-77.3,-17.4,164.72,403307070,403305826,108,16834,17790,16733,22337,1054,3,1,True
