timestamp,device,tag_id,seq,rx_power,fp_power,fp_rx_ratio,quality,std_noise,fp_ampl1,fp_ampl2,fp_ampl3,cir_power,rxpacc,reply_delay,flags
2026-03-26T13:52:36.214,A1,1,1,-59.5,-76.0,-16.4,144.58,112,17967,16193,13473,18211,940,638993681,1
2026-03-26T13:52:36.694,A1,1,2,-81.4,-77.2,4.1,134.05,128,16056,17159,11263,3897,925,638993840,1
2026-03-26T13:52:37.205,A1,1,3,-60.7,-83.2,-22.5,160.69,100,8054,16069,9940,15181,895,638993593,1
2026-03-26T13:52:37.713,A1,1,4,-60.9,-77.0,-16.1,138.95,108,16381,15007,11135,14354,876,638993816,1
2026-03-26T13:52:38.222,A1,1,5,-61.2,-75.5,-14.3,89.55,188,18178,16836,13462,16256,942,638993834,1
2026-03-26T13:52:38.702,A1,1,6,-59.4,-76.1,-16.6,202.9,84,15581,17044,15417,18546,946,638994002,1
2026-03-26T13:52:39.213,A1,1,7,-58.5,-75.2,-16.7,208.18,80,16477,16654,11450,16467,862,638993977,1
2026-03-26T13:52:39.723,A1,1,8,-61.0,-75.3,-14.3,168.36,104,17972,17509,11713,15712,920,638993765,1
2026-03-26T13:52:40.202,A1,1,9,-66.1,-78.3,-12.3,194.85,84,16395,16367,10910,11677,944,638993660,1
2026-03-26T13:52:40.715,A1,1,10,-68.9,-90.0,-21.1,184.93,72,2672,13315,14612,18014,1293,638993524,1
2026-03-26T13:52:41.223,A1,1,11,-91.7,-95.2,-3.5,80.15,128,9939,10259,6071,4139,1837,638993978,1
2026-03-26T13:52:41.703,A1,1,12,-68.5,-89.9,-21.4,154.84,108,14152,16723,13528,29816,1640,638993538,1
2026-03-26T13:52:42.212,A1,1,13,-70.7,-96.9,-26.2,96.36,100,6229,9636,7346,36120,1945,638993992,1
2026-03-26T13:52:42.725,A1,1,14,-67.7,-99.8,-32.1,37.4,84,4997,3142,3608,22538,1386,638993660,1
2026-03-26T13:52:43.204,A1,1,15,-69.7,-100.6,-30.9,70.53,80,1604,5642,3290,22320,1480,638993903,1
2026-03-26T13:52:43.715,A1,1,16,-71.2,-102.4,-31.1,62.53,96,1252,6003,3300,32175,1872,638993744,1
