timestamp,device,anchor_id,seq,distance_m,rx_power,fp_power,fp_rx_ratio,quality,round_trip,reply_delay,std_noise,fp_ampl1,fp_ampl2,fp_ampl3,cir_power,rxpacc,flags,anchor_count,nlos_suspect
2026-03-26T13:52:57.490,T1,1,4,44.746,-61.6,-75.7,-14.1,116.29,638996716,638977636,156,17699,18141,11683,15689,939,3,1,True
2026-03-26T13:52:58.000,T1,1,5,44.821,-60.2,-73.3,-13.1,191.1,638996749,638977636,92,16492,17581,17240,16593,919,3,1,True
2026-03-26T13:52:58.481,T1,1,6,45.346,-60.0,-76.1,-16.2,134.61,638996972,638977636,132,17031,17769,13862,18585,965,3,1,True
2026-03-26T13:52:58.961,T1,1,7,44.976,-62.2,-88.4,-26.2,147.75,638996814,638977636,80,12475,11820,7594,17642,1016,3,1,True
2026-03-26T13:52:59.469,T1,1,8,44.591,-60.1,-77.3,-17.2,175.02,638996651,638977636,100,15037,17502,12576,17271,934,3,1,True
2026-03-26T13:52:59.979,T1,1,9,44.962,-59.3,-74.1,-14.8,209.32,638996809,638977636,76,16399,15908,14025,15241,854,3,1,True
2026-03-26T13:53:00.464,T1,1,10,45.159,-58.5,-75.7,-17.2,207.91,638996892,638977636,88,17437,18296,14762,21487,985,3,1,True
2026-03-26T13:53:01.000,T1,1,11,45.539,-60.1,-76.2,-16.1,201.65,638997055,638977636,80,16730,16132,10169,14951,868,3,1,True
2026-03-26T13:53:01.481,T1,1,12,45.426,-59.5,-72.9,-13.5,204.55,638997007,638977636,88,17280,18000,16229,17122,910,3,1,True
2026-03-26T13:53:01.966,T1,1,13,45.689,-58.7,-76.2,-17.5,221.11,638997119,638977636,80,16338,17689,12132,18616,923,3,1,True
2026-03-26T13:53:02.471,T1,1,14,44.385,-58.8,-73.6,-14.9,171.25,638996563,638977636,96,18123,16440,16031,18260,917,3,1,True
2026-03-26T13:53:02.980,T1,1,15,45.112,-59.2,-75.6,-16.4,250.7,638996873,638977636,64,16563,16045,9895,14960,842,3,1,True
2026-03-26T13:53:03.490,T1,1,16,44.704,-60.0,-77.2,-17.2,225.9,638996699,638977636,80,17708,18072,17862,24089,1099,3,1,True
2026-03-26T13:53:03.970,T1,1,17,45.342,-59.2,-73.1,-13.9,235.38,638996970,638977636,72,16609,16947,15162,15808,865,3,1,True
2026-03-26T13:53:04.479,T1,1,18,44.403,-60.5,-74.2,-13.6,273.33,638996570,638977636,64,17121,17493,14094,15613,902,3,1,True
2026-03-26T13:53:04.990,T1,1,19,45.196,-60.0,-76.2,-16.3,210.98,638996909,638977636,84,17816,17722,12393,18414,960,3,1,True
2026-03-26T13:53:05.471,T1,1,20,45.403,-60.0,-80.0,-20.1,195.51,638996997,638977636,68,17139,13295,8277,16429,907,3,1,True
2026-03-26T13:53:05.979,T1,1,21,44.812,-59.6,-76.7,-17.2,155.47,638996745,638977636,92,16835,14303,11800,15656,873,3,1,True
2026-03-26T13:53:06.489,T1,1,22,45.529,-62.6,-75.2,-12.6,203.04,638997051,638977636,84,15295,17055,15055,13693,907,3,1,True
2026-03-26T13:53:06.998,T1,1,23,45.182,-62.2,-75.2,-13.0,292.91,638996902,638977636,56,17361,16403,12367,13501,889,3,1,True
2026-03-26T13:53:07.479,T1,1,24,44.657,-59.5,-78.9,-19.3,206.2,638996678,638977636,84,13735,17321,13341,19336,969,3,1,True
2026-03-26T13:53:07.990,T1,1,25,44.45,-59.7,-83.9,-24.2,179.65,638996590,638977636,84,9294,15091,9596,16537,901,3,1,True
2026-03-26T13:53:08.500,T1,1,26,45.187,-62.8,-91.7,-28.9,91.74,638996904,638977636,80,8981,7339,4237,15593,974,3,1,True
2026-03-26T13:53:08.980,T1,1,27,45.168,-58.9,-74.5,-15.6,189.69,638996897,638977636,88,16850,16693,12375,16049,864,3,1,True
2026-03-26T13:53:09.520,T1,1,28,44.174,-57.7,-76.6,-18.9,238.99,638996473,638977636,68,17054,16251,8662,17719,872,3,1,True
2026-03-26T13:53:10.000,T1,1,29,45.524,-55.1,-77.3,-22.2,162.31,638997048,638977636,100,16412,16231,11027,23135,911,3,1,True
2026-03-26T13:53:10.480,T1,1,30,45.778,-59.8,-75.8,-16.0,207.0,638997157,638977636,80,17943,16560,10990,16553,904,3,1,True
2026-03-26T13:53:10.989,T1,1,31,44.38,-59.3,-75.0,-15.7,187.64,638996561,638977636,96,16746,18013,15912,19335,962,3,1,True
2026-03-26T13:53:11.501,T1,1,32,44.446,-63.0,-90.6,-27.7,144.37,638996589,638977636,68,5884,9817,6445,13587,915,3,1,True
2026-03-26T13:53:12.039,T1,1,33,44.652,-60.8,-76.4,-15.6,162.74,638996677,638977636,108,16955,17576,15638,18817,1000,3,1,True
2026-03-26T13:53:12.488,T1,1,34,44.502,-60.9,-83.1,-22.1,130.08,638996613,638977636,104,16529,13528,8955,18881,1005,3,1,True
2026-03-26T13:53:12.999,T1,1,35,44.919,-58.7,-78.7,-20.0,231.96,638996791,638977636,72,14975,16701,11481,19257,939,3,1,True
2026-03-26T13:53:13.478,T1,1,36,44.769,-60.9,-88.7,-27.9,109.28,638996726,638977636,104,9314,11365,9050,17556,967,3,1,True
2026-03-26T13:53:13.989,T1,1,37,44.375,-60.6,-80.3,-19.8,146.61,638996558,638977636,96,11405,14075,13188,15025,885,3,1,True
2026-03-26T13:53:14.499,T1,1,38,44.934,-61.2,-76.8,-15.6,188.59,638996796,638977636,92,18488,17350,14327,18959,1018,3,1,True
2026-03-26T13:53:15.009,T1,1,39,44.094,-61.9,-77.2,-15.3,224.64,638996438,638977636,64,16590,14377,11547,13482,879,3,1,True
2026-03-26T13:53:15.519,T1,1,40,44.357,-60.9,-76.8,-15.9,168.94,638996550,638977636,108,15405,18246,15885,18788,1002,3,1,True
2026-03-26T13:53:15.998,T1,1,41,45.351,-61.5,-89.0,-27.5,99.0,638996975,638977636,108,11847,10692,7704,18778,1023,3,1,True
2026-03-26T13:53:16.509,T1,1,42,45.398,-57.9,-75.6,-17.6,169.63,638996995,638977636,100,16774,16963,14891,20393,942,3,1,True
2026-03-26T13:53:16.988,T1,1,43,45.112,-62.6,-90.7,-28.1,154.02,638996872,638977636,60,3500,9241,11607,19073,1070,3,1,True
2026-03-26T13:53:17.499,T1,1,44,45.52,-62.1,-85.4,-23.2,197.6,638997046,638977636,72,15102,14227,8588,19139,1055,3,1,True
2026-03-26T13:53:18.009,T1,1,45,44.746,-61.6,-80.3,-18.6,192.42,638996717,638977636,88,14492,16933,11970,17708,997,3,1,True
2026-03-26T13:53:18.520,T1,1,46,45.177,-65.6,-86.6,-20.9,151.09,638996901,638977636,104,17254,15713,14925,24868,1356,3,1,True
2026-03-26T13:53:18.998,T1,1,47,44.868,-62.2,-82.1,-19.9,211.71,638996769,638977636,76,11453,16090,15916,19409,1064,3,1,True
2026-03-26T13:53:19.508,T1,1,48,46.453,-61.2,-79.3,-18.1,192.9,638997444,638977636,80,15091,15432,10136,15165,909,3,1,True
2026-03-26T13:53:20.019,T1,1,49,44.816,-65.1,-88.4,-23.3,192.71,638996747,638977636,76,8704,14646,13314,18823,1159,3,1,True
2026-03-26T13:53:20.500,T1,1,50,44.563,-59.4,-76.4,-16.9,225.46,638996639,638977636,76,17858,17135,9710,17369,916,3,1,True
2026-03-26T13:53:21.008,T1,1,51,44.722,-60.9,-92.6,-31.7,107.33,638996706,638977636,72,7056,7728,5677,20297,1042,3,1,True
2026-03-26T13:53:21.518,T1,1,52,44.671,-61.4,-75.9,-14.6,209.38,638996684,638977636,92,19642,19263,17405,22146,1105,3,1,True
2026-03-26T13:53:21.999,T1,1,53,44.596,-59.2,-73.8,-14.6,147.53,638996653,638977636,116,17034,17113,14509,16541,887,3,1,True
2026-03-26T13:53:22.509,T1,1,54,44.422,-59.8,-76.8,-16.9,154.45,638996578,638977636,108,15743,16681,13109,17167,922,3,1,True
2026-03-26T13:53:23.018,T1,1,55,45.454,-59.0,-76.9,-17.9,209.05,638997019,638977636,80,16581,16724,9975,17229,897,3,1,True
2026-03-26T13:53:23.500,T1,1,56,46.092,-60.0,-76.4,-16.4,111.08,638997290,638977636,144,17700,15995,13908,18082,951,3,1,True
2026-03-26T13:53:24.009,T1,1,57,44.38,-60.8,-79.4,-18.6,136.61,638996560,638977636,124,11350,16940,14674,17368,960,3,1,True
2026-03-26T13:53:24.518,T1,1,58,45.501,-61.0,-79.2,-18.2,237.66,638997038,638977636,76,16756,18062,12717,20647,1054,3,1,True
2026-03-26T13:53:24.997,T1,1,59,44.319,-61.0,-74.7,-13.7,206.3,638996535,638977636,80,16587,16504,11447,13306,846,3,1,True
2026-03-26T13:53:25.509,T1,1,60,45.135,-59.4,-77.2,-17.8,147.83,638996883,638977636,112,15592,16557,10803,16556,892,3,1,True
2026-03-26T13:53:26.018,T1,1,61,45.468,-60.0,-73.3,-13.3,183.23,638997024,638977636,92,17399,16857,16799,16628,914,3,1,True
2026-03-26T13:53:26.500,T1,1,62,44.783,-60.7,-74.5,-13.8,171.5,638996732,638977636,100,17288,17150,12396,14728,882,3,1,True
